# mean, investigation_time=50.0, checksum=263994461
lon,lat,PGA-0.1,PGA-0.02,SA(0.075)-0.1,SA(0.075)-0.02,SA(0.1)-0.1,SA(0.1)-0.02,SA(0.2)-0.1,SA(0.2)-0.02,SA(0.3)-0.1,SA(0.3)-0.02,SA(0.4)-0.1,SA(0.4)-0.02,SA(0.5)-0.1,SA(0.5)-0.02,SA(0.75)-0.1,SA(0.75)-0.02,SA(1.0)-0.1,SA(1.0)-0.02,SA(1.5)-0.1,SA(1.5)-0.02,SA(2.0)-0.1,SA(2.0)-0.02,SA(2.5)-0.1,SA(2.5)-0.02,SA(3.0)-0.1,SA(3.0)-0.02
171.66466,-43.75475,4.259942E-01,8.129138E-01,7.155263E-01,1.370194E+00,8.492621E-01,1.617635E+00,1.056702E+00,1.965167E+00,9.795602E-01,1.808883E+00,8.981514E-01,1.646959E+00,8.382670E-01,1.518949E+00,7.018838E-01,1.235402E+00,5.798337E-01,1.022901E+00,4.086439E-01,7.101223E-01,2.991845E-01,5.159894E-01,2.294594E-01,4.032113E-01,1.868221E-01,3.304223E-01
171.67708,-43.75489,4.272265E-01,8.151219E-01,7.181042E-01,1.374600E+00,8.522817E-01,1.622677E+00,1.059127E+00,1.969923E+00,9.807628E-01,1.811890E+00,8.987246E-01,1.648595E+00,8.386327E-01,1.520288E+00,7.022949E-01,1.237135E+00,5.801234E-01,1.024030E+00,4.084016E-01,7.097125E-01,2.988865E-01,5.154549E-01,2.292172E-01,4.026622E-01,1.866279E-01,3.298980E-01
171.68950,-43.75503,4.286464E-01,8.183917E-01,7.210143E-01,1.380712E+00,8.557013E-01,1.629678E+00,1.062002E+00,1.977323E+00,9.823460E-01,1.817515E+00,8.996065E-01,1.652703E+00,8.392087E-01,1.523805E+00,7.026260E-01,1.240167E+00,5.803027E-01,1.026240E+00,4.081089E-01,7.100374E-01,2.985594E-01,5.154709E-01,2.289580E-01,4.025216E-01,1.864200E-01,3.297558E-01
171.70192,-43.75518,4.301761E-01,8.205202E-01,7.240967E-01,1.384908E+00,8.593202E-01,1.634477E+00,1.065062E+00,1.982121E+00,9.840818E-01,1.820840E+00,9.005618E-01,1.654668E+00,8.397486E-01,1.525055E+00,7.024822E-01,1.240540E+00,5.799323E-01,1.025964E+00,4.074656E-01,7.087926E-01,2.979528E-01,5.143600E-01,2.284776E-01,4.015394E-01,1.860335E-01,3.288717E-01
171.71434,-43.75532,4.319964E-01,8.248105E-01,7.277013E-01,1.392648E+00,8.635686E-01,1.643255E+00,1.068819E+00,1.991827E+00,9.864019E-01,1.828786E+00,9.019883E-01,1.660914E+00,8.407228E-01,1.530218E+00,7.026412E-01,1.244005E+00,5.798255E-01,1.028271E+00,4.069989E-01,7.091941E-01,2.974960E-01,5.144203E-01,2.281158E-01,4.014157E-01,1.857395E-01,3.287544E-01
171.72676,-43.75545,4.338878E-01,8.275979E-01,7.314101E-01,1.397891E+00,8.679398E-01,1.649195E+00,1.072675E+00,1.998155E+00,9.887960E-01,1.833651E+00,9.033948E-01,1.664245E+00,8.414104E-01,1.532125E+00,7.012667E-01,1.242237E+00,5.779878E-01,1.025553E+00,4.055077E-01,7.065768E-01,2.962559E-01,5.123773E-01,2.271541E-01,3.996909E-01,1.849647E-01,3.272818E-01
171.73917,-43.75559,4.360445E-01,8.324379E-01,7.355939E-01,1.406219E+00,8.728862E-01,1.658972E+00,1.077196E+00,2.009073E+00,9.917713E-01,1.842915E+00,9.053367E-01,1.671776E+00,8.427489E-01,1.538129E+00,7.011871E-01,1.245357E+00,5.775118E-01,1.027283E+00,4.048022E-01,7.066070E-01,2.956157E-01,5.121638E-01,2.266456E-01,3.993093E-01,1.845492E-01,3.269760E-01
171.75159,-43.75573,4.383727E-01,8.357121E-01,7.400280E-01,1.411989E+00,8.781402E-01,1.665796E+00,1.082077E+00,2.016606E+00,9.951570E-01,1.849188E+00,9.077430E-01,1.676900E+00,8.449229E-01,1.542749E+00,7.040524E-01,1.252126E+00,5.802567E-01,1.033013E+00,4.058735E-01,7.086138E-01,2.962673E-01,5.131396E-01,2.270863E-01,3.999084E-01,1.848876E-01,3.273088E-01
171.76401,-43.75586,4.408498E-01,8.413277E-01,7.447602E-01,1.421383E+00,8.837574E-01,1.676911E+00,1.087370E+00,2.029523E+00,9.988336E-01,1.860473E+00,9.102925E-01,1.686569E+00,8.468686E-01,1.550681E+00,7.047622E-01,1.257521E+00,5.805482E-01,1.036711E+00,4.055857E-01,7.096984E-01,2.959285E-01,5.135933E-01,2.267950E-01,4.000446E-01,1.846405E-01,3.273844E-01
171.77643,-43.75600,4.433709E-01,8.446751E-01,7.495229E-01,1.427243E+00,8.894176E-01,1.683851E+00,1.092727E+00,2.037597E+00,1.002534E+00,1.867180E+00,9.129397E-01,1.692078E+00,8.488516E-01,1.554824E+00,7.052366E-01,1.259326E+00,5.805211E-01,1.037198E+00,4.050675E-01,7.087125E-01,2.953920E-01,5.125333E-01,2.263369E-01,3.989373E-01,1.842577E-01,3.264259E-01
171.78885,-43.75613,4.461509E-01,8.506477E-01,7.547693E-01,1.437205E+00,8.956642E-01,1.695636E+00,1.098745E+00,2.051561E+00,1.006704E+00,1.879449E+00,9.160168E-01,1.702765E+00,8.511826E-01,1.563876E+00,7.056875E-01,1.264154E+00,5.803754E-01,1.040054E+00,4.044985E-01,7.092607E-01,2.948371E-01,5.125998E-01,2.258732E-01,3.987371E-01,1.838685E-01,3.262357E-01
171.80127,-43.75626,4.490291E-01,8.542159E-01,7.601352E-01,1.443406E+00,9.019716E-01,1.703006E+00,1.104915E+00,2.060188E+00,1.011057E+00,1.886792E+00,9.192622E-01,1.709074E+00,8.536856E-01,1.569038E+00,7.065259E-01,1.266446E+00,5.806239E-01,1.040893E+00,4.041027E-01,7.084122E-01,2.943808E-01,5.115985E-01,2.254652E-01,3.976515E-01,1.835214E-01,3.252795E-01
171.81369,-43.75639,4.522448E-01,8.611706E-01,7.661334E-01,1.454813E+00,9.088125E-01,1.716501E+00,1.111921E+00,2.076276E+00,1.016053E+00,1.901242E+00,9.230481E-01,1.722194E+00,8.566726E-01,1.580099E+00,7.076931E-01,1.273399E+00,5.811450E-01,1.045586E+00,4.038911E-01,7.099801E-01,2.940874E-01,5.123242E-01,2.251898E-01,3.979753E-01,1.832768E-01,3.254806E-01
171.82611,-43.75652,4.555296E-01,8.655527E-01,7.721986E-01,1.462309E+00,9.157414E-01,1.725425E+00,1.119006E+00,2.086648E+00,1.021158E+00,1.910260E+00,9.269157E-01,1.730214E+00,8.596656E-01,1.586580E+00,7.085149E-01,1.275980E+00,5.812287E-01,1.046426E+00,4.033736E-01,7.090933E-01,2.935376E-01,5.112671E-01,2.247031E-01,3.968154E-01,1.828613E-01,3.244551E-01
171.83853,-43.75665,4.591229E-01,8.731599E-01,7.788444E-01,1.474798E+00,9.233481E-01,1.740185E+00,1.126889E+00,2.104138E+00,1.026905E+00,1.926055E+00,9.313529E-01,1.744533E+00,8.632356E-01,1.598797E+00,7.101169E-01,1.283868E+00,5.820982E-01,1.051822E+00,4.033252E-01,7.109789E-01,2.933531E-01,5.121552E-01,2.244969E-01,3.972336E-01,1.826660E-01,3.246997E-01
171.85095,-43.75677,4.627062E-01,8.780645E-01,7.854223E-01,1.483178E+00,9.308753E-01,1.750144E+00,1.134697E+00,2.115693E+00,1.032638E+00,1.936229E+00,9.357507E-01,1.753547E+00,8.665832E-01,1.606197E+00,7.105101E-01,1.285568E+00,5.815842E-01,1.051559E+00,4.024460E-01,7.094206E-01,2.925314E-01,5.106198E-01,2.237962E-01,3.956548E-01,1.820733E-01,3.233457E-01
171.86337,-43.75689,4.665909E-01,8.862860E-01,7.925909E-01,1.496614E+00,9.390729E-01,1.765994E+00,1.143302E+00,2.134603E+00,1.039023E+00,1.953596E+00,9.407380E-01,1.769330E+00,8.705879E-01,1.620088E+00,7.120566E-01,1.293703E+00,5.822684E-01,1.056968E+00,4.022708E-01,7.112029E-01,2.922472E-01,5.113829E-01,2.235054E-01,3.959378E-01,1.818038E-01,3.234654E-01
171.87579,-43.75702,4.705060E-01,8.919413E-01,7.998237E-01,1.506143E+00,9.472560E-01,1.777307E+00,1.151935E+00,2.147899E+00,1.045501E+00,1.965670E+00,9.458509E-01,1.780229E+00,8.747606E-01,1.629559E+00,7.140105E-01,1.299132E+00,5.833597E-01,1.060219E+00,4.022763E-01,7.115253E-01,2.920612E-01,5.110483E-01,2.232703E-01,3.953103E-01,1.815772E-01,3.228050E-01
171.88821,-43.75714,4.747159E-01,9.001631E-01,8.072922E-01,1.519639E+00,9.560821E-01,1.793245E+00,1.161311E+00,2.166923E+00,1.052577E+00,1.983279E+00,9.514738E-01,1.796265E+00,8.793905E-01,1.643771E+00,7.162954E-01,1.308485E+00,5.847237E-01,1.066509E+00,4.024394E-01,7.136829E-01,2.920036E-01,5.119984E-01,2.231355E-01,3.957117E-01,1.814272E-01,3.229803E-01
171.90063,-43.75726,4.790325E-01,9.062025E-01,8.147805E-01,1.530111E+00,9.649695E-01,1.805423E+00,1.170764E+00,2.181591E+00,1.059725E+00,1.996761E+00,9.571088E-01,1.808158E+00,8.837630E-01,1.653730E+00,7.171203E-01,1.312132E+00,5.844947E-01,1.067442E+00,4.016749E-01,7.127374E-01,2.912565E-01,5.108270E-01,2.224712E-01,3.943811E-01,1.808532E-01,3.218010E-01
171.91305,-43.75738,4.837794E-01,9.149214E-01,8.229705E-01,1.544760E+00,9.747429E-01,1.821934E+00,1.181223E+00,2.202214E+00,1.067706E+00,2.016118E+00,9.635189E-01,1.825587E+00,8.890944E-01,1.669528E+00,7.199269E-01,1.322976E+00,5.862695E-01,1.074900E+00,4.020406E-01,7.155129E-01,2.913395E-01,5.121492E-01,2.224307E-01,3.950582E-01,1.807725E-01,3.221670E-01
171.92547,-43.75750,4.887233E-01,9.224301E-01,8.313999E-01,1.557537E+00,9.848362E-01,1.836367E+00,1.192078E+00,2.219552E+00,1.076054E+00,2.033001E+00,9.703049E-01,1.840708E+00,8.949054E-01,1.683374E+00,7.237514E-01,1.333797E+00,5.890566E-01,1.082627E+00,4.029309E-01,7.182907E-01,2.917795E-01,5.133822E-01,2.226412E-01,3.956460E-01,1.808896E-01,3.224083E-01
171.93789,-43.75761,4.939542E-01,9.317872E-01,8.402929E-01,1.573237E+00,9.955279E-01,1.854062E+00,1.203421E+00,2.240934E+00,1.084986E+00,2.054002E+00,9.776127E-01,1.859616E+00,9.011872E-01,1.700882E+00,7.282252E-01,1.348132E+00,5.924734E-01,1.093397E+00,4.041727E-01,7.228213E-01,2.924756E-01,5.157923E-01,2.230415E-01,3.971534E-01,1.811539E-01,3.233722E-01
171.95031,-43.75773,4.992348E-01,9.398207E-01,8.491786E-01,1.586909E+00,1.005849E+00,1.869480E+00,1.214359E+00,2.259413E+00,1.094002E+00,2.072047E+00,9.849882E-01,1.875839E+00,9.072359E-01,1.715457E+00,7.319052E-01,1.358829E+00,5.950034E-01,1.100740E+00,4.048838E-01,7.253286E-01,2.927679E-01,5.168027E-01,2.231298E-01,3.975236E-01,1.811670E-01,3.234359E-01
171.96273,-43.75784,5.044172E-01,9.495810E-01,8.584099E-01,1.603046E+00,1.016273E+00,1.887809E+00,1.225839E+00,2.281685E+00,1.103485E+00,2.094020E+00,9.927357E-01,1.895838E+00,9.134580E-01,1.733219E+00,7.347616E-01,1.370175E+00,5.965380E-01,1.108008E+00,4.050509E-01,7.278926E-01,2.926805E-01,5.178899E-01,2.229374E-01,3.979287E-01,1.809531E-01,3.235619E-01
171.97515,-43.75795,5.096145E-01,9.582378E-01,8.677221E-01,1.616940E+00,1.026773E+00,1.904291E+00,1.237496E+00,2.301540E+00,1.113199E+00,2.113487E+00,1.000713E+00,1.913559E+00,9.199439E-01,1.748858E+00,7.380829E-01,1.380502E+00,5.985370E-01,1.114554E+00,4.054449E-01,7.299576E-01,2.927370E-01,5.185850E-01,2.228391E-01,3.980170E-01,1.808113E-01,3.234003E-01
171.98757,-43.75806,5.149765E-01,9.678802E-01,8.773524E-01,1.632283E+00,1.037619E+00,1.922511E+00,1.249599E+00,2.323577E+00,1.123328E+00,2.135117E+00,1.008813E+00,1.933298E+00,9.266359E-01,1.766177E+00,7.410990E-01,1.391293E+00,6.001431E-01,1.121238E+00,4.056185E-01,7.321678E-01,2.926376E-01,5.194055E-01,2.226233E-01,3.981842E-01,1.805729E-01,3.233170E-01
171.99999,-43.75817,5.169561E-01,9.691020E-01,8.812092E-01,1.635183E+00,1.041915E+00,1.926124E+00,1.253679E+00,2.327228E+00,1.125431E+00,2.137518E+00,1.008452E+00,1.932432E+00,9.210054E-01,1.754646E+00,7.212635E-01,1.351872E+00,5.811326E-01,1.086744E+00,3.940934E-01,7.118152E-01,2.847184E-01,5.059578E-01,2.165719E-01,3.869350E-01,1.754170E-01,3.147139E-01
172.01241,-43.75828,5.222110E-01,9.784135E-01,8.906931E-01,1.650019E+00,1.052569E+00,1.943788E+00,1.265541E+00,2.348498E+00,1.135292E+00,2.158404E+00,1.016237E+00,1.951492E+00,9.271455E-01,1.770759E+00,7.238148E-01,1.361839E+00,5.825761E-01,1.093667E+00,3.942276E-01,7.141079E-01,2.845921E-01,5.068793E-01,2.163288E-01,3.871820E-01,1.751393E-01,3.146744E-01
172.02483,-43.75839,5.321233E-01,9.977291E-01,9.077220E-01,1.679709E+00,1.072180E+00,1.978935E+00,1.288369E+00,2.391559E+00,1.156058E+00,2.201926E+00,1.035117E+00,1.994635E+00,9.484342E-01,1.819537E+00,7.516375E-01,1.426320E+00,6.059933E-01,1.144210E+00,4.067813E-01,7.400289E-01,2.927615E-01,5.226148E-01,2.222584E-01,3.992144E-01,1.800673E-01,3.234058E-01
172.03725,-43.75849,5.293823E-01,9.889877E-01,9.037655E-01,1.667900E+00,1.067430E+00,1.965273E+00,1.281427E+00,2.373426E+00,1.147491E+00,2.182170E+00,1.024751E+00,1.972385E+00,9.315167E-01,1.783953E+00,7.203598E-01,1.361848E+00,5.786653E-01,1.093200E+00,3.905050E-01,7.112565E-01,2.818148E-01,5.040400E-01,2.139265E-01,3.839015E-01,1.729639E-01,3.117672E-01
172.04967,-43.75860,5.219927E-01,9.695053E-01,8.917554E-01,1.640365E+00,1.053605E+00,1.933129E+00,1.263413E+00,2.331720E+00,1.129030E+00,2.139291E+00,1.007902E+00,1.933221E+00,9.138613E-01,1.745362E+00,7.035689E-01,1.326849E+00,5.655151E-01,1.068634E+00,3.821356E-01,6.974443E-01,2.762852E-01,4.946352E-01,2.095956E-01,3.760566E-01,1.692430E-01,3.057010E-01
172.06209,-43.75870,4.890389E-01,8.968227E-01,8.372267E-01,1.530765E+00,9.910130E-01,1.808982E+00,1.183630E+00,2.166022E+00,1.048831E+00,1.961680E+00,9.376883E-01,1.777151E+00,8.564162E-01,1.620740E+00,6.683668E-01,1.253813E+00,5.406146E-01,1.019708E+00,3.667001E-01,6.702792E-01,2.661788E-01,4.765879E-01,2.017437E-01,3.617665E-01,1.625924E-01,2.944723E-01
172.07452,-43.75880,4.927379E-01,9.017650E-01,8.434207E-01,1.539637E+00,9.985232E-01,1.819095E+00,1.191457E+00,2.176948E+00,1.054063E+00,1.970320E+00,9.418537E-01,1.785403E+00,8.603144E-01,1.629313E+00,6.708241E-01,1.261576E+00,5.422059E-01,1.025971E+00,3.669579E-01,6.721850E-01,2.661245E-01,4.773012E-01,2.015328E-01,3.617878E-01,1.623457E-01,2.942440E-01
172.08694,-43.75890,4.876577E-01,8.888369E-01,8.357599E-01,1.521494E+00,9.889427E-01,1.799028E+00,1.175337E+00,2.141754E+00,1.033054E+00,1.919758E+00,9.204388E-01,1.734831E+00,8.438635E-01,1.593070E+00,6.627482E-01,1.246035E+00,5.364347E-01,1.016730E+00,3.627250E-01,6.654822E-01,2.631553E-01,4.724312E-01,1.990207E-01,3.575463E-01,1.602360E-01,2.905871E-01
172.09936,-43.75900,4.881745E-01,8.871311E-01,8.366383E-01,1.519990E+00,9.896702E-01,1.797137E+00,1.169222E+00,2.125929E+00,1.012884E+00,1.871437E+00,8.911361E-01,1.667010E+00,8.182625E-01,1.535016E+00,6.495100E-01,1.218701E+00,5.267900E-01,9.992436E-01,3.559574E-01,6.539403E-01,2.585100E-01,4.644061E-01,1.950096E-01,3.508769E-01,1.567706E-01,2.849708E-01
172.11178,-43.75910,4.936392E-01,8.955881E-01,8.455241E-01,1.533956E+00,1.000479E+00,1.813129E+00,1.181369E+00,2.144895E+00,1.018805E+00,1.881169E+00,8.814790E-01,1.644272E+00,8.014389E-01,1.497114E+00,6.382234E-01,1.195630E+00,5.179880E-01,9.833965E-01,3.494577E-01,6.434795E-01,2.540210E-01,4.568239E-01,1.911132E-01,3.445144E-01,1.533696E-01,2.795804E-01
172.12420,-43.75919,4.991878E-01,9.040871E-01,8.545204E-01,1.548269E+00,1.010572E+00,1.829320E+00,1.193683E+00,2.164373E+00,1.028321E+00,1.899081E+00,8.890582E-01,1.659181E+00,8.021923E-01,1.498459E+00,6.367953E-01,1.194775E+00,5.164123E-01,9.829265E-01,3.475644E-01,6.418164E-01,2.525496E-01,4.550798E-01,1.897126E-01,3.426453E-01,1.520979E-01,2.778179E-01
172.13662,-43.75929,5.041961E-01,9.121418E-01,8.634036E-01,1.562258E+00,1.020519E+00,1.845130E+00,1.205363E+00,2.183338E+00,1.037734E+00,1.916460E+00,8.970312E-01,1.674567E+00,8.040798E-01,1.501916E+00,6.322439E-01,1.186771E+00,5.119246E-01,9.758714E-01,3.435865E-01,6.360102E-01,2.496440E-01,4.505818E-01,1.871374E-01,3.386630E-01,1.498246E-01,2.743231E-01
172.14904,-43.75938,5.090174E-01,9.199471E-01,8.721144E-01,1.575875E+00,1.030261E+00,1.860502E+00,1.216287E+00,2.201606E+00,1.046997E+00,1.933142E+00,9.047095E-01,1.689269E+00,8.103961E-01,1.514705E+00,6.321474E-01,1.188001E+00,5.109550E-01,9.758329E-01,3.419591E-01,6.342810E-01,2.481948E-01,4.488767E-01,1.858599E-01,3.368323E-01,1.486664E-01,2.725901E-01
172.16146,-43.75947,5.137160E-01,9.277088E-01,8.806173E-01,1.589329E+00,1.039755E+00,1.875647E+00,1.226982E+00,2.219097E+00,1.056112E+00,1.949995E+00,9.121871E-01,1.704228E+00,8.167088E-01,1.527871E+00,6.295704E-01,1.183933E+00,5.069662E-01,9.694853E-01,3.379875E-01,6.280534E-01,2.449675E-01,4.441841E-01,1.832160E-01,3.326931E-01,1.463529E-01,2.689731E-01
172.17389,-43.75956,5.182406E-01,9.350533E-01,8.888236E-01,1.601992E+00,1.048910E+00,1.890056E+00,1.237314E+00,2.235675E+00,1.064948E+00,1.965859E+00,9.194780E-01,1.718255E+00,8.228573E-01,1.540181E+00,6.307915E-01,1.187790E+00,5.064706E-01,9.701349E-01,3.365142E-01,6.263551E-01,2.436015E-01,4.427130E-01,1.819887E-01,3.309126E-01,1.452464E-01,2.672921E-01
172.18631,-43.75965,5.225580E-01,9.415211E-01,8.966700E-01,1.612701E+00,1.057644E+00,1.903019E+00,1.247194E+00,2.250447E+00,1.073423E+00,1.979835E+00,9.264982E-01,1.730505E+00,8.287616E-01,1.550861E+00,6.341495E-01,1.195509E+00,5.087188E-01,9.759434E-01,3.372287E-01,6.285425E-01,2.439109E-01,4.437595E-01,1.820570E-01,3.311990E-01,1.452383E-01,2.673166E-01
172.19873,-43.75974,5.268156E-01,9.480649E-01,9.041355E-01,1.623457E+00,1.066270E+00,1.916044E+00,1.256946E+00,2.265401E+00,1.081798E+00,1.994089E+00,9.334394E-01,1.743074E+00,8.345961E-01,1.561916E+00,6.376402E-01,1.203866E+00,5.111673E-01,9.826382E-01,3.381201E-01,6.314010E-01,2.443598E-01,4.452555E-01,1.822339E-01,3.318437E-01,1.453249E-01,2.676283E-01
172.21115,-43.75982,5.310136E-01,9.543751E-01,9.112775E-01,1.633795E+00,1.074763E+00,1.928576E+00,1.266535E+00,2.279844E+00,1.090058E+00,2.007660E+00,9.402874E-01,1.755383E+00,8.403318E-01,1.572765E+00,6.378016E-01,1.204843E+00,5.079711E-01,9.773641E-01,3.342794E-01,6.250106E-01,2.411674E-01,4.407130E-01,1.796201E-01,3.278323E-01,1.430773E-01,2.639343E-01
172.22357,-43.75991,5.350565E-01,9.600310E-01,9.181273E-01,1.643064E+00,1.082911E+00,1.939905E+00,1.275784E+00,2.293248E+00,1.098063E+00,2.020358E+00,9.469560E-01,1.767351E+00,8.459165E-01,1.583502E+00,6.404969E-01,1.211563E+00,5.080457E-01,9.793189E-01,3.330447E-01,6.241701E-01,2.399706E-01,4.396498E-01,1.784921E-01,3.265483E-01,1.420932E-01,2.626010E-01
172.23599,-43.75999,5.387143E-01,9.637737E-01,9.242998E-01,1.649725E+00,1.090249E+00,1.948185E+00,1.284180E+00,2.302867E+00,1.105394E+00,2.029265E+00,9.530976E-01,1.775658E+00,8.510377E-01,1.590854E+00,6.433661E-01,1.216722E+00,5.064974E-01,9.760335E-01,3.298432E-01,6.185575E-01,2.371671E-01,4.351815E-01,1.760632E-01,3.226638E-01,1.400321E-01,2.591523E-01
172.24842,-43.76008,5.420592E-01,9.671249E-01,9.299873E-01,1.655937E+00,1.097019E+00,1.955845E+00,1.291883E+00,2.311220E+00,1.112090E+00,2.036382E+00,9.587189E-01,1.781938E+00,8.557023E-01,1.596139E+00,6.459703E-01,1.220192E+00,5.078579E-01,9.778963E-01,3.298621E-01,6.183590E-01,2.369688E-01,4.346620E-01,1.757617E-01,3.218985E-01,1.397315E-01,2.583681E-01
172.26084,-43.76016,5.451939E-01,9.708721E-01,9.353446E-01,1.662560E+00,1.103406E+00,1.963906E+00,1.299185E+00,2.320255E+00,1.118431E+00,2.044311E+00,9.640591E-01,1.789056E+00,8.601601E-01,1.602073E+00,6.484705E-01,1.224275E+00,5.078892E-01,9.776469E-01,3.276749E-01,6.142972E-01,2.348954E-01,4.311298E-01,1.739170E-01,3.187239E-01,1.381456E-01,2.555570E-01
172.27326,-43.76024,5.480168E-01,9.741940E-01,9.401991E-01,1.668514E+00,1.109201E+00,1.971143E+00,1.305812E+00,2.328243E+00,1.124188E+00,2.051114E+00,9.689265E-01,1.795035E+00,8.642272E-01,1.606806E+00,6.507156E-01,1.227508E+00,5.089581E-01,9.793342E-01,3.267708E-01,6.124622E-01,2.338788E-01,4.292599E-01,1.729434E-01,3.168769E-01,1.372851E-01,2.538758E-01
172.28568,-43.76031,5.505788E-01,9.770262E-01,9.446346E-01,1.673738E+00,1.114500E+00,1.977511E+00,1.311870E+00,2.335138E+00,1.129441E+00,2.056789E+00,9.733733E-01,1.799908E+00,8.679321E-01,1.610597E+00,6.527194E-01,1.230003E+00,5.101625E-01,9.811047E-01,3.259904E-01,6.107426E-01,2.329466E-01,4.274597E-01,1.720430E-01,3.150961E-01,1.364861E-01,2.522675E-01
172.29810,-43.76039,5.529896E-01,9.798275E-01,9.488276E-01,1.678828E+00,1.119512E+00,1.983711E+00,1.317579E+00,2.341945E+00,1.134366E+00,2.062487E+00,9.775333E-01,1.804668E+00,8.714350E-01,1.614560E+00,6.545721E-01,1.232736E+00,5.112821E-01,9.831835E-01,3.248732E-01,6.086656E-01,2.315311E-01,4.250119E-01,1.707091E-01,3.127277E-01,1.353046E-01,2.501383E-01
172.31053,-43.76047,5.553362E-01,9.828389E-01,9.529178E-01,1.684066E+00,1.124395E+00,1.990076E+00,1.323107E+00,2.349114E+00,1.139098E+00,2.068775E+00,9.815198E-01,1.810101E+00,8.748107E-01,1.619230E+00,6.563454E-01,1.236148E+00,5.123487E-01,9.859099E-01,3.247080E-01,6.088298E-01,2.310129E-01,4.243938E-01,1.701360E-01,3.118273E-01,1.347696E-01,2.491459E-01
172.32295,-43.76054,5.576091E-01,9.860234E-01,9.568890E-01,1.689450E+00,1.129135E+00,1.996594E+00,1.328443E+00,2.356595E+00,1.143636E+00,2.075536E+00,9.853331E-01,1.816063E+00,8.780470E-01,1.624471E+00,6.580416E-01,1.240119E+00,5.133638E-01,9.891816E-01,3.247877E-01,6.098235E-01,2.306962E-01,4.243612E-01,1.697280E-01,3.113724E-01,1.343711E-01,2.485280E-01
172.33537,-43.76061,5.596958E-01,9.890410E-01,9.605516E-01,1.694546E+00,1.133509E+00,2.002582E+00,1.333364E+00,2.363690E+00,1.147805E+00,2.081977E+00,9.888348E-01,1.821767E+00,8.810267E-01,1.629535E+00,6.595772E-01,1.244019E+00,5.142666E-01,9.924417E-01,3.248766E-01,6.109658E-01,2.305185E-01,4.246607E-01,1.694331E-01,3.111721E-01,1.340655E-01,2.481270E-01
172.34779,-43.76069,5.614488E-01,9.912681E-01,9.636590E-01,1.698481E+00,1.137222E+00,2.007067E+00,1.337527E+00,2.368957E+00,1.151318E+00,2.086445E+00,9.917972E-01,1.825581E+00,8.835452E-01,1.632847E+00,6.608052E-01,1.246467E+00,5.149445E-01,9.944697E-01,3.248443E-01,6.114184E-01,2.303789E-01,4.247138E-01,1.692116E-01,3.108688E-01,1.338268E-01,2.476552E-01
172.36021,-43.76076,5.630016E-01,9.936585E-01,9.664220E-01,1.702433E+00,1.140531E+00,2.011533E+00,1.341285E+00,2.374552E+00,1.154512E+00,2.091584E+00,9.945151E-01,1.830183E+00,8.858870E-01,1.636949E+00,6.619617E-01,1.249662E+00,5.155852E-01,9.971621E-01,3.248205E-01,6.122837E-01,2.302589E-01,4.250515E-01,1.690388E-01,3.108262E-01,1.336655E-01,2.474722E-01
172.37264,-43.76083,5.642606E-01,9.955395E-01,9.686927E-01,1.705582E+00,1.143256E+00,2.015092E+00,1.344396E+00,2.378992E+00,1.157160E+00,2.095577E+00,9.967905E-01,1.833731E+00,8.878576E-01,1.640090E+00,6.628873E-01,1.252083E+00,5.160633E-01,9.991948E-01,3.247180E-01,6.127943E-01,2.300871E-01,4.251495E-01,1.688334E-01,3.106189E-01,1.334812E-01,2.471578E-01
172.54655,-43.76165,5.686446E-01,1.000283E+00,9.777271E-01,1.714728E+00,1.154243E+00,2.025303E+00,1.356031E+00,2.394143E+00,1.166440E+00,2.110851E+00,1.003845E+00,1.849613E+00,8.941733E-01,1.656498E+00,6.621888E-01,1.267498E+00,5.130222E-01,1.013104E+00,3.190683E-01,6.156796E-01,2.252145E-01,4.246836E-01,1.645830E-01,3.071860E-01,1.300640E-01,2.427591E-01
172.55898,-43.76170,5.684053E-01,1.000270E+00,9.773493E-01,1.714656E+00,1.153803E+00,2.025187E+00,1.355403E+00,2.394097E+00,1.165838E+00,2.110994E+00,1.003292E+00,1.849899E+00,8.936204E-01,1.656870E+00,6.614864E-01,1.267883E+00,5.123407E-01,1.013481E+00,3.184472E-01,6.155779E-01,2.247296E-01,4.244878E-01,1.641991E-01,3.068336E-01,1.297390E-01,2.423815E-01
172.57140,-43.76174,5.680523E-01,1.000220E+00,9.767659E-01,1.714507E+00,1.153120E+00,2.024977E+00,1.354499E+00,2.393821E+00,1.165009E+00,2.110854E+00,1.002563E+00,1.849850E+00,8.929009E-01,1.656857E+00,6.606787E-01,1.267864E+00,5.115851E-01,1.013474E+00,3.177864E-01,6.152145E-01,2.242158E-01,4.240995E-01,1.637972E-01,3.063433E-01,1.293923E-01,2.418947E-01
172.58382,-43.76179,5.675368E-01,9.997179E-01,9.758915E-01,1.713717E+00,1.152085E+00,2.024044E+00,1.353186E+00,2.392440E+00,1.163826E+00,2.109456E+00,1.001549E+00,1.848550E+00,8.919004E-01,1.655648E+00,6.596749E-01,1.266802E+00,5.106806E-01,1.012582E+00,3.170415E-01,6.143087E-01,2.236429E-01,4.233570E-01,1.633571E-01,3.056097E-01,1.290148E-01,2.412183E-01
